"100.10.20.8","vsaiport","40.219.61.25","ftp-data","41","22182","21","20854","20","1328","0.441463000","0.0176","9506096.87","605356.13"
"100.10.20.8","ssrip","40.219.61.25","ftp-data","6","416","3","210","3","206","0.446851000","0.0060","279860.07","274529.40"
"92.6.85.108","15561","100.20.3.127","ssh","1721","175890","1095","95006","626","80884","0.636697000","325.0309","2338.39","1990.80"
"100.10.20.8","sdt-lmd","40.219.61.25","ftp-data","40","25700","22","24504","18","1196","0.641838000","0.0319","6146359.82","299993.73"
"100.10.20.8","officelink2000","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","0.643773000","0.0239","6963570.89","378527.76"
"100.10.20.8","vnsstr","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","0.645680000","0.0256","6488646.12","352711.67"
"100.10.20.8","3322","40.219.61.25","ftp-data","6","416","3","210","3","206","0.654973000","0.0132","127427.18","125000.00"
"100.10.20.8","3323","40.219.61.25","ftp-data","49","30902","27","29442","22","1460","0.858784000","0.0197","11935542.72","591871.90"
"100.10.20.8","3324","40.219.61.25","ftp-data","49","30390","27","28930","22","1460","0.883838000","0.0242","9552189.52","482066.94"
"100.10.20.8","3325","40.219.61.25","ftp-data","39","25634","21","24438","18","1196","0.885875000","0.0179","10915303.44","534196.86"
"100.10.20.8","sftu","40.219.61.25","ftp-data","41","25766","22","24504","19","1262","0.895149000","0.0176","11122382.98","572822.70"
"100.10.20.8","egptlm","40.219.61.25","ftp-data","46","29168","25","27774","21","1394","1.091280000","0.0198","11246811.10","564486.74"
"100.10.20.8","bbars","40.219.61.25","ftp-data","38","21984","20","20788","18","1196","1.093307000","0.0237","7003453.21","402931.02"
"100.10.20.8","mcs-calypsoicf","40.219.61.25","ftp-data","47","29234","27","27906","20","1328","1.100046000","0.0255","8752420.90","416513.11"
"100.10.20.8","hp-device-disc","40.219.61.25","ftp-data","39","25634","21","24438","18","1196","1.102463000","0.0202","9692330.57","474344.36"
"92.6.85.101","15883","100.20.200.15","https","22","7773","12","1073","10","6700","1.178028000","0.0894","96012.53","599519.04"
"92.6.85.101","15884","100.20.200.15","https","19","4005","10","942","9","3063","1.219907000","0.0466","161803.54","526119.16"
"100.10.20.8","mcs-messaging","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","1.305614000","0.0218","7627574.19","414621.84"
"100.10.20.8","mcs-mailsvr","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","1.311458000","0.0223","7498067.42","453752.81"
"100.10.20.8","dec-notes","40.219.61.25","ftp-data","48","29812","27","28418","21","1394","1.317801000","0.0214","10616110.20","520756.48"
"100.10.20.8","directv-web","40.219.61.25","ftp-data","6","416","3","210","3","206","1.319832000","0.0127","132680.46","130153.21"
"100.10.20.8","directv-soft","40.219.61.25","ftp-data","51","31034","28","29508","23","1526","1.516882000","0.0218","10811266.32","559102.36"
"100.10.20.8","directv-tick","40.219.61.25","ftp-data","38","21984","20","20788","18","1196","1.527278000","0.0180","9238084.66","531496.50"
"100.10.20.8","directv-catlg","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","1.535703000","0.0162","10272273.87","621636.60"
"100.10.20.8","anet-b","40.219.61.25","ftp-data","52","33148","29","31622","23","1526","1.544527000","0.0161","15747027.70","759912.85"
"100.20.140.17","10792","90.241.205.51","http","14","5762","7","550","7","5212","1.689710000","0.0384","114434.33","1084421.33"
"100.20.140.17","10793","90.241.205.51","http","12","3243","6","483","6","2760","1.712224000","0.0044","877782.83","5015901.86"
"100.20.140.17","10794","90.241.205.51","http","14","5678","7","549","7","5129","1.717148000","0.0045","971681.42","9077876.11"
"100.20.140.17","10795","90.241.205.51","http","10","1814","5","417","5","1397","1.722168000","0.0038","870790.92","2917253.98"
"100.10.20.8","anet-l","40.219.61.25","ftp-data","46","29168","25","27774","21","1394","1.745549000","0.0193","11493482.31","576867.37"
"100.10.20.8","webtie","40.219.61.25","ftp-data","45","26030","24","24636","21","1394","1.751536000","0.0243","8111284.88","458967.82"
"100.10.20.8","anet-m","40.219.61.25","ftp-data","39","22050","21","20854","18","1196","1.754864000","0.0302","5523872.59","316800.21"
"100.10.20.8","anet-h","40.219.61.25","ftp-data","42","28904","23","27642","19","1262","1.756909000","0.0332","6653708.44","303776.14"
"92.6.85.110","15886","100.20.200.15","https","17","2021","9","869","8","1152","1.818054000","0.0384","181230.45","240250.26"
"100.10.20.8","ms-cluster-net","40.219.61.25","ftp-data","39","22050","21","20854","18","1196","1.964442000","0.0196","8509231.87","488013.87"
"100.10.20.8","bnt-manager","40.219.61.25","ftp-data","42","25320","23","24058","19","1262","1.966508000","0.0243","7930446.25","416003.96"
"100.10.20.8","influence","40.219.61.25","ftp-data","36","21852","19","20722","17","1130","1.973325000","0.0199","8339252.48","454751.25"
"100.10.20.8","trnsprntproxy","40.219.61.25","ftp-data","45","29614","25","28286","20","1328","1.976482000","0.0226","10034054.63","471089.04"
"100.10.20.8","phoenix-rpc","40.219.61.25","ftp-data","38","21984","20","20788","18","1196","2.181678000","0.0151","11022269.35","634146.34"
"100.10.20.8","pangolin-laser","40.219.61.25","ftp-data","6","416","3","210","3","206","2.186563000","0.0107","157141.52","154148.35"
"100.10.20.8","chevinservices","40.219.61.25","ftp-data","6","416","3","210","3","206","2.189882000","0.0103","163646.99","160529.90"
"100.10.20.8","findviatv","40.219.61.25","ftp-data","53","33214","30","31688","23","1526","2.199378000","0.0144","17625252.03","848779.81"
"100.10.20.8","btrieve","40.219.61.25","ftp-data","49","29878","28","28484","21","1394","2.390995000","0.0282","8067693.40","394830.94"
"100.10.20.8","ssql","40.219.61.25","ftp-data","49","29878","28","28484","21","1394","2.393032000","0.0265","8599267.90","420846.07"
"100.10.20.8","fatpipe","40.219.61.25","ftp-data","38","21984","21","20854","17","1130","2.404161000","0.0222","7516309.24","407280.59"
"100.10.20.8","suitjd","40.219.61.25","ftp-data","35","21786","18","20656","17","1130","2.407570000","0.0204","8089685.22","442551.52"
"100.10.20.8","ordinox-dbase","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","2.618694000","0.0158","10528901.55","572333.02"
"100.10.20.8","upnotifyps","40.219.61.25","ftp-data","55","33858","31","32266","24","1592","2.624313000","0.0248","10421413.86","514191.13"
"100.10.20.8","adtech-test","40.219.61.25","ftp-data","41","25254","23","24058","18","1196","2.627232000","0.0211","9123246.11","453545.70"
"100.10.20.8","mpsysrmsvr","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","2.636764000","0.0179","9334303.14","564874.39"
"100.10.20.8","wg-netforce","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","2.838635000","0.0176","9438901.19","513082.47"
"100.10.20.8","kv-server","40.219.61.25","ftp-data","40","25700","22","24504","18","1196","2.844814000","0.0231","8476692.90","413733.46"
"100.10.20.8","kv-agent","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","2.847073000","0.0238","7015348.39","424540.60"
"100.10.20.8","dj-ilm","40.219.61.25","ftp-data","36","21852","19","20722","17","1130","2.849241000","0.0235","7044405.73","384141.42"
"100.5.111.170","10796","88.57.145.86","http","10","2056","5","416","5","1640","2.849609000","0.0176","188555.24","743342.78"
"92.6.85.108","15889","100.20.200.15","https","18","3417","10","943","8","2474","3.058182000","0.1322","57049.95","149672.93"
"100.10.20.8","nati-vi-server","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","3.060851000","0.0191","8686550.01","472185.95"
"100.10.20.8","creativeserver","40.219.61.25","ftp-data","45","29102","25","27774","20","1328","3.063149000","0.0263","8445795.96","403831.53"
"100.10.20.8","creativepartnr","40.219.61.25","ftp-data","47","29234","26","27840","21","1394","3.069013000","0.0231","9640723.75","482728.77"
"100.10.20.8","contentserver","40.219.61.25","ftp-data","6","416","3","210","3","206","3.072092000","0.0134","125776.75","123381.00"
"92.6.85.108","15890","100.20.200.15","https","18","5596","10","942","8","4654","3.107891000","0.0391","192800.68","952541.77"
"92.6.85.108","15891","100.20.200.15","https","26","11715","13","1140","13","10575","3.148181000","0.0418","218187.04","2023971.87"
"100.20.200.166","10797","136.88.97.166","http","231","237201","74","4973","157","232228","3.178725000","0.0703","565700.23","26416938.02"
"100.10.20.8","3367","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","3.265499000","0.0153","10889106.46","658964.82"
"100.10.20.8","3368","40.219.61.25","ftp-data","6","416","3","210","3","206","3.283293000","0.0136","123583.93","121229.95"
"100.10.20.8","3369","40.219.61.25","ftp-data","6","416","3","210","3","206","3.285352000","0.0113","148698.88","145866.53"
"100.10.20.8","3370","40.219.61.25","ftp-data","55","33858","30","32200","25","1658","3.291360000","0.0152","16911764.71","870798.32"
"100.10.20.8","3371","40.219.61.25","ftp-data","43","25898","23","24570","20","1328","3.479684000","0.0249","7903498.19","427181.34"
"100.10.20.8","lavenir-lm","40.219.61.25","ftp-data","44","25964","24","24636","20","1328","3.485299000","0.0168","11702173.14","630803.94"
"100.10.20.8","cluster-disc","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","3.506985000","0.0165","10069875.87","547381.17"
"100.10.20.8","vsnm-agent","40.219.61.25","ftp-data","40","25700","22","24504","18","1196","3.509001000","0.0172","11408485.13","556829.42"
"100.10.20.8","cdbroker","40.219.61.25","ftp-data","47","30258","27","28930","20","1328","3.712181000","0.0218","10635051.93","488190.42"
"100.10.20.8","cogsys-lm","40.219.61.25","ftp-data","6","416","3","210","3","206","3.716838000","0.0096","175768.99","172421.01"
"100.10.20.8","wsicopy","40.219.61.25","ftp-data","49","30390","27","28930","22","1460","3.723059000","0.0183","12624229.53","637102.49"
"100.10.20.8","socorfs","40.219.61.25","ftp-data","40","25700","22","24504","18","1196","3.725149000","0.0206","9507808.71","464060.53"
"89.44.100.109","15892","100.1.10.101","https","879","926646","273","18294","606","908352","3.828070000","0.8400","174231.89","8651136.21"
"92.6.85.116","15743","100.10.20.4","http","2358","2263791","824","64609","1534","2199182","4.038930000","233.4370","2214.18","75367.03"
"92.6.85.116","15704","100.10.20.4","http","3438","3388820","1171","87031","2267","3301789","4.086680000","231.3252","3009.82","114186.94"
"100.20.3.153","10798","40.161.171.174","http","12","3918","6","485","6","3433","4.169944000","0.0381","101920.20","721426.88"
"100.20.200.210","10799","89.44.200.5","http","10","1234","5","413","5","821","4.528928000","0.0045","726473.18","1444151.28"
"100.10.20.8","geneous","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","4.688409000","0.0269","6201011.00","375260.18"
"100.10.20.8","esp-lm","40.219.61.25","ftp-data","39","24610","21","23414","18","1196","4.690554000","0.0340","5508852.42","281395.21"
"100.10.20.8","fujitsu-neat","40.219.61.25","ftp-data","38","21984","20","20788","18","1196","4.692578000","0.0264","6302736.30","362616.54"
"100.10.20.8","sns-channels","40.219.61.25","ftp-data","36","21852","19","20722","17","1130","4.694619000","0.0275","6029533.72","328799.01"
"100.20.140.17","gap","94.47.134.130","http","30","17118","15","1075","15","16043","4.739978000","0.0302","284495.02","4245724.30"
"100.10.20.8","hp-clic","40.219.61.25","ftp-data","6","416","3","210","3","206","4.921706000","0.0183","91648.03","89902.35"
"100.10.20.8","qnxnetman","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","4.923798000","0.0279","5978998.67","361824.89"
"100.10.20.8","gprs-data","40.219.61.25","ftp-data","6","416","3","210","3","206","4.926558000","0.0170","98736.41","96855.72"
"100.10.20.8","backroomnet","40.219.61.25","ftp-data","40","22116","21","20854","19","1262","4.928618000","0.0223","7471539.25","452147.43"
"100.10.20.8","dsc","40.219.61.25","ftp-data","48","30836","28","29508","20","1328","5.124599000","0.0297","7954174.81","357975.60"
"100.10.20.8","cbserver","40.219.61.25","ftp-data","48","30836","27","29442","21","1394","5.127425000","0.0239","9839829.55","465889.63"
"100.10.20.8","savant","40.219.61.25","ftp-data","41","25766","22","24504","19","1262","5.136819000","0.0242","8088797.19","416587.58"
"100.10.20.8","efi-lm","40.219.61.25","ftp-data","6","416","3","210","3","206","5.141806000","0.0127","132106.63","129590.31"
"100.20.140.237","10801","131.116.208.184","http","14","5024","7","552","7","4472","5.204713000","0.0155","285788.25","2315298.99"
"100.20.140.237","10802","131.116.208.184","http","22","12676","11","815","11","11861","5.209702000","0.0053","1233213.54","17947418.20"
"100.20.140.237","10803","131.116.208.184","http","14","4357","7","551","7","3806","5.215747000","0.0037","1190064.79","8220302.38"
"100.10.20.8","d2k-tapestry1","40.219.61.25","ftp-data","49","29878","27","28418","22","1460","5.344003000","0.0211","10779194.92","553790.72"
"100.10.20.8","d2k-tapestry2","40.219.61.25","ftp-data","40","25700","22","24504","18","1196","5.355307000","0.0178","11018604.91","537800.01"
"100.10.20.8","dyna-lm","40.219.61.25","ftp-data","42","24808","23","23546","19","1262","5.362166000","0.0173","10903449.87","584394.54"
"100.10.20.8","printer-agent","40.219.61.25","ftp-data","43","25898","23","24570","20","1328","5.371282000","0.0142","13825701.62","747274.39"
"92.6.85.116","15897","100.20.200.15","https","174","174567","54","3847","120","170720","5.468295000","0.0961","320406.44","14218816.69"
"100.20.3.94","10144","12.120.97.131","ftp","14","1168","9","623","5","545","5.657949000","1.0938","4556.50","3986.02"
"12.120.97.131","35149","100.20.3.94","10811","202","196644","129","191818","73","4826","5.660937000","0.0395","38817767.88","976626.53"
"92.6.85.108","15729","100.20.3.127","ssh","4","296","3","230","1","66","5.807837000","0.0071","258899.68","N/A"
"100.10.20.8","cloanto-lm","40.219.61.25","ftp-data","46","29680","26","28352","20","1328","5.889862000","0.0404","5620796.47","263276.58"
"100.10.20.8","mercantile","40.219.61.25","ftp-data","46","29680","26","28352","20","1328","5.891955000","0.0395","5743776.75","269036.95"
"100.10.20.8","csms","40.219.61.25","ftp-data","53","34238","31","32778","22","1460","5.894041000","0.0299","8784723.62","391289.78"
"100.10.20.8","csms2","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","5.896133000","0.0252","6608281.01","359214.81"
"100.1.21.216","61597","29.26.133.187","http","12","3409","6","479","6","2930","6.002797000","0.0214","179199.40","1096146.65"
"100.10.20.8","filecast","40.219.61.25","ftp-data","43","25898","23","24570","20","1328","6.118182000","0.0209","9385026.74","507257.45"
"100.10.20.8","fxaengine-net","40.219.61.25","ftp-data","6","416","3","210","3","206","6.123592000","0.0092","182271.89","178800.04"
"100.10.20.8","3404","40.219.61.25","ftp-data","52","33148","30","31688","22","1460","6.129265000","0.0244","10377599.48","478139.84"
"100.10.20.8","copysnap","40.219.61.25","ftp-data","53","33214","30","31688","23","1526","6.131828000","0.0226","11218480.33","540248.71"
"100.20.140.237","10812","147.211.139.166","http","12","3309","6","483","6","2826","6.231181000","0.0108","357877.19","2093914.98"
"100.20.140.237","10813","147.211.139.166","http","12","2394","6","482","6","1912","6.237376000","0.0039","990750.26","3930113.05"
"100.20.140.161","10820","100.1.10.25","pop3","17","1407","8","582","9","825","6.653962000","0.0226","205590.14","291429.33"
"100.10.20.8","nokia-ann-ch1","40.219.61.25","ftp-data","47","29746","26","28352","21","1394","6.662252000","0.3236","700903.88","34461.77"
"100.10.20.8","nokia-ann-ch2","40.219.61.25","ftp-data","63","44626","37","42902","26","1724","6.664296000","0.3242","1058521.29","42536.26"
"100.10.20.8","ldap-admin","40.219.61.25","ftp-data","36","21852","19","20722","17","1130","6.666323000","0.3193","519216.61","28313.62"
"100.10.20.8","BESApi","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","6.668336000","0.3153","527420.11","28669.65"
"89.44.100.109","15909","100.5.5.5","https","114","109098","35","2719","79","106379","6.678559000","0.0843","258067.58","10096716.02"
"100.20.3.48","10821","100.1.10.25","pop3","19","1527","10","708","9","819","6.696954000","0.2887","19618.98","22694.84"
"100.5.111.14","10827","100.1.10.25","pop3","17","1391","8","574","9","817","6.924232000","0.0135","341285.77","485767.37"
"100.20.3.54","10829","100.1.10.25","pop3","19","1527","10","708","9","819","7.001944000","0.2490","22743.43","26309.13"
"100.20.140.132","10830","100.1.10.25","pop3","138","82585","62","4224","76","78361","7.014688000","1.3337","25337.13","470038.50"
"100.1.21.216","61598","45.16.162.91","http","10","1179","5","418","5","761","7.027777000","0.0263","127346.81","231844.32"
"100.10.20.8","networklens","40.219.61.25","ftp-data","39","25122","21","23926","18","1196","7.158286000","0.3010","635883.74","31786.21"
"100.10.20.8","networklenss","40.219.61.25","ftp-data","52","34172","29","32646","23","1526","7.159872000","0.3033","861031.25","40247.92"
"100.10.20.8","biolink-auth","40.219.61.25","ftp-data","52","34172","30","32712","22","1460","7.161754000","0.3053","857089.52","38253.57"
"100.10.20.8","xmlblaster","40.219.61.25","ftp-data","41","25254","23","24058","18","1196","7.163796000","0.3057","629518.66","31295.38"
"100.5.111.170","10834","111.45.95.67","http","10","2078","5","416","5","1662","7.319310000","0.0322","103408.63","413137.37"
"100.5.111.170","10835","111.45.95.67","http","56","44551","24","1669","32","42882","7.340496000","0.0105","1270046.61","32631598.97"
"100.20.173.224","10836","137.42.117.123","http","17","7695","9","667","8","7028","7.509999000","0.3947","13517.62","142431.55"
"100.20.173.224","10837","137.42.117.123","http","10","1230","5","418","5","812","7.533401000","0.0034","984687.87","1912838.63"
"100.20.173.224","10838","137.42.117.123","http","10","1297","5","417","5","880","7.537492000","0.0031","1059047.62","2234920.63"
"100.20.173.224","10839","137.42.117.123","http","10","1310","5","417","5","893","7.541535000","0.0033","1022058.82","2188725.49"
"100.20.173.224","10840","137.42.117.123","http","10","1310","5","417","5","893","7.545597000","0.0035","942905.60","2019219.90"
"100.20.173.224","10841","137.42.117.123","http","10","1310","5","417","5","893","7.549759000","0.0032","1040548.97","2228321.90"
"100.20.173.224","10842","137.42.117.123","http","10","1310","5","417","5","893","7.553879000","0.0033","1026145.80","2197477.70"
"100.20.173.224","10843","137.42.117.123","http","10","1310","5","417","5","893","7.557794000","0.0033","999700.33","2140845.07"
"100.20.173.224","10844","137.42.117.123","http","10","1310","5","417","5","893","7.561833000","0.0033","1009074.41","2160919.54"
"100.20.173.224","10845","137.42.117.123","http","10","1310","5","417","5","893","7.565897000","0.0039","847130.52","1814118.84"
"100.20.173.224","10846","137.42.117.123","http","10","1310","5","417","5","893","7.570420000","0.0032","1037958.93","2222775.36"
"100.20.173.224","10847","137.42.117.123","http","10","1310","5","417","5","893","7.574337000","0.0033","1014907.21","2173410.40"
"100.20.173.224","10848","137.42.117.123","http","10","1310","5","417","5","893","7.578459000","0.0035","952054.79","2038812.79"
"100.20.173.224","10849","137.42.117.123","http","10","1310","5","417","5","893","7.582814000","0.0031","1060731.32","2271542.13"
"100.20.173.224","10850","137.42.117.123","http","10","1310","5","417","5","893","7.586663000","0.0035","964161.85","2064739.88"
"100.20.173.224","10851","137.42.117.123","http","10","1310","5","417","5","893","7.590852000","0.0031","1073704.54","2299324.11"
"100.20.173.224","10852","137.42.117.123","http","10","1310","5","417","5","893","7.594866000","0.0038","888415.45","1902529.96"
"100.20.173.224","10853","137.42.117.123","http","10","1310","5","417","5","893","7.599434000","0.0032","1047738.69","2243718.59"
"100.20.173.224","10854","137.42.117.123","http","10","1393","5","419","5","974","7.603293000","0.0032","1060759.49","2465822.78"
"100.20.173.224","10855","137.42.117.123","http","10","1393","5","419","5","974","7.607347000","0.0033","1021017.36","2373438.93"
"100.20.173.224","10856","137.42.117.123","http","10","1393","5","419","5","974","7.611356000","0.0033","1027275.51","2387986.52"
"100.20.173.224","10857","137.42.117.123","http","10","1393","5","419","5","974","7.615237000","0.0036","942367.16","2190610.06"
"100.20.173.224","10858","137.42.117.123","http","10","1393","5","419","5","974","7.619788000","0.0032","1056746.53","2456494.33"
"100.20.173.224","10859","137.42.117.123","http","10","1393","5","419","5","974","7.623744000","0.0037","903017.24","2099137.93"
"100.20.173.224","helix","137.42.117.123","http","10","1393","5","419","5","974","7.628244000","0.0034","993774.09","2310109.69"
"100.20.173.224","10861","137.42.117.123","http","10","1393","5","419","5","974","7.632272000","0.0032","1054419.63","2451085.25"
"100.20.173.224","10862","137.42.117.123","http","10","1393","5","419","5","974","7.636327000","0.0036","925966.85","2152486.19"
"100.20.173.224","10863","137.42.117.123","http","10","1393","5","419","5","974","7.640688000","0.0061","549688.42","1277796.00"
"100.20.173.224","10864","137.42.117.123","http","10","1393","5","419","5","974","7.647585000","0.0033","1009030.70","2345574.95"
"100.20.173.224","10865","137.42.117.123","http","10","1393","5","419","5","974","7.651595000","0.0052","641899.66","1492148.60"
"100.20.173.224","10866","137.42.117.123","http","10","1393","5","419","5","974","7.655682000","0.0039","853795.21","1984717.27"
"100.10.20.8","svnet","40.219.61.25","ftp-data","34","21720","18","20656","16","1064","7.656328000","0.2181","757559.64","39022.24"
"100.20.173.224","10867","137.42.117.123","http","10","1393","5","419","5","974","7.660531000","0.0033","1031067.36","2396800.98"
"100.20.173.224","10868","137.42.117.123","http","10","1393","5","419","5","974","7.664665000","0.0033","1021328.46","2374162.10"
"100.20.173.224","10869","137.42.117.123","http","10","1393","5","419","5","974","7.668794000","0.0035","961284.77","2234585.60"
"100.20.173.224","10870","137.42.117.123","http","10","1393","5","419","5","974","7.672982000","0.0030","1133198.11","2634212.31"
"100.20.173.224","10871","137.42.117.123","http","10","1393","5","419","5","974","7.676777000","0.0035","957440.73","2225649.81"
"100.20.173.224","10872","137.42.117.123","http","10","1310","5","417","5","893","7.681014000","0.0033","1016763.18","2177384.94"
"100.20.173.224","10873","137.42.117.123","http","10","1310","5","417","5","893","7.685003000","0.0033","1021120.29","2186715.64"
"100.20.173.224","10874","137.42.117.123","http","10","1310","5","417","5","893","7.689041000","0.0032","1032817.34","2211764.71"
"100.20.173.224","10875","137.42.117.123","http","10","1310","5","417","5","893","7.693000000","0.0033","1015525.11","2174733.64"
"100.20.173.224","10876","137.42.117.123","http","10","1310","5","417","5","893","7.696984000","0.1631","20454.96","43804.03"
"100.10.20.8","wip-port","40.219.61.25","ftp-data","39","25122","21","23926","18","1196","7.752892000","0.1371","1396313.13","69798.15"
"100.10.20.8","bcinameservice","40.219.61.25","ftp-data","35","21786","19","20722","16","1064","7.754927000","0.1251","1325190.25","68043.74"
"100.10.20.8","commandport","40.219.61.25","ftp-data","39","25634","21","24438","18","1196","7.756951000","0.1267","1542815.21","75505.65"
"100.20.140.17","10877","61.214.218.149","http","18","9120","9","683","9","8437","7.780215000","0.0486","112536.82","1390150.97"
"100.20.140.17","10878","61.214.218.149","http","12","2646","6","483","6","2163","7.806100000","0.0110","351752.39","1575238.96"
"100.20.140.17","10879","61.214.218.149","http","14","5461","7","549","7","4912","7.817744000","0.0040","1093353.25","9782424.70"
"100.20.140.17","10881","61.214.218.149","http","12","2432","6","483","6","1949","7.822622000","0.0040","970854.27","3917587.94"
"100.20.3.52","10882","100.1.10.25","pop3","35","4385","20","1402","15","2983","7.847262000","0.5058","22176.88","47185.18"
"100.20.173.224","10883","137.42.117.123","http","10","1310","5","417","5","893","7.860908000","0.0032","1049716.80","2247954.69"
"100.20.173.224","10884","137.42.117.123","http","10","1310","5","417","5","893","7.864889000","0.0030","1098814.23","2353096.18"
"100.20.173.224","10885","137.42.117.123","http","10","1310","5","417","5","893","7.868712000","0.0034","989323.84","2118623.96"
"100.20.173.224","10886","137.42.117.123","http","10","1310","5","417","5","893","7.872754000","0.0033","1001801.80","2145345.35"
"100.20.173.224","10887","137.42.117.123","http","10","1310","5","417","5","893","7.876647000","0.0033","1019559.90","2183374.08"
"100.20.173.224","10888","137.42.117.123","http","10","1310","5","417","5","893","7.880639000","0.0038","883708.61","1892450.33"
"100.20.173.224","10889","137.42.117.123","http","10","1310","5","417","5","893","7.885106000","0.0033","1009379.73","2161573.37"
"100.20.173.224","10890","137.42.117.123","http","10","1310","5","417","5","893","7.889180000","0.0031","1087707.86","2329312.03"
"100.20.173.224","10891","137.42.117.123","http","10","1310","5","417","5","893","7.892953000","0.0033","1014290.06","2172088.78"
"100.20.173.224","10892","137.42.117.123","http","10","1310","5","417","5","893","7.897028000","0.0034","987274.34","2114234.98"
"100.20.173.224","10893","137.42.117.123","http","10","1310","5","417","5","893","7.901274000","0.0032","1056364.79","2262191.26"
"92.6.85.108","15911","100.5.5.5","https","18","3820","10","940","8","2880","7.928495000","0.0429","175119.93","536537.66"
"100.10.20.8","csvr","40.219.61.25","ftp-data","37","21918","20","20788","17","1130","7.989912000","0.0360","4620839.12","251180.88"
"100.10.20.8","rnmap","40.219.61.25","ftp-data","38","21984","21","20854","17","1130","7.991970000","0.0378","4409928.37","238957.47"
"100.10.20.8","softaudit","40.219.61.25","ftp-data","52","33148","30","31688","22","1460","7.994016000","0.0411","6160935.18","283860.31"
"92.6.85.106","15912","100.1.10.25","smtp","24","2905","11","1553","13","1352","7.994269000","0.1031","120562.83","104958.76"
"100.1.10.25","61599","92.6.85.106","auth","2","134","1","74","1","60","8.000847000","0.0006","N/A","N/A"
"100.10.20.8","ifcp-port","40.219.61.25","ftp-data","61","44494","36","42836","25","1658","8.009928000","0.0320","10698635.70","414098.84"
"92.6.85.108","15913","100.1.10.25","smtp","26","4650","12","3232","14","1418","8.010117000","0.1286","201135.74","88245.82"
"92.6.85.108","15914","100.1.10.25","smtp","30","4814","15","3195","15","1619","8.010226000","0.0660","387401.86","196307.86"
"100.1.10.25","61600","92.6.85.108","auth","2","134","1","74","1","60","8.020111000","0.0012","N/A","N/A"
"100.1.10.25","61601","92.6.85.108","auth","2","134","1","74","1","60","8.020746000","0.0008","N/A","N/A"
"100.20.3.153","10894","143.128.121.184","http","18","9017","9","677","9","8340","8.209222000","0.0126","428176.14","5274725.27"
"100.20.3.153","10895","143.128.121.184","http","10","1593","5","412","5","1181","8.215392000","0.0036","908239.18","2603472.03"
